client,fedavg_acc,gt_fedavg_acc
1,0.0714285746216774,0.6989285945892334
2,0.0714285746216774,0.6396428346633911
3,0.7139285802841187,0.7139285802841187
4,0.0714285746216774,0.7135714292526245
5,0.0714285746216774,0.7124999761581421
1,0.0714285746216774,0.6964285969734192
2,0.0714285746216774,0.6889285445213318
3,0.7107142806053162,0.7107142806053162
4,0.0714285746216774,0.7142857313156128
5,0.0714285746216774,0.7124999761581421
1,0.0714285746216774,0.7028571367263794
2,0.0714285746216774,0.6924999952316284
3,0.7139285802841187,0.7139285802841187
4,0.0714285746216774,0.7142857313156128
5,0.0714285746216774,0.7121428847312927
