client,fedavg_acc,gt_fedavg_acc
1,0.10154006630182266,0.8162359595298767
2,0.10823594778776169,0.7968837022781372
3,0.8588930368423462,0.8591117858886719
1,0.10127904266119003,0.8159749507904053
2,0.10795770585536957,0.7790762186050415
3,0.8573616147041321,0.8580179214477539
1,0.10127904266119003,0.8162359595298767
2,0.10795770585536957,0.7968837022781372
3,0.8564865589141846,0.8564865589141846
1,0.1010180115699768,0.8170190453529358
2,0.10767946392297745,0.7982748746871948
3,0.8569240570068359,0.8573616147041321
1,0.10127904266119003,0.8167580366134644
2,0.10795770585536957,0.7963272333145142
3,0.8551739454269409,0.8558302521705627
1,0.17094774544239044,0.6917626261711121
2,0.1792847216129303,0.64909428358078
3,0.7528024911880493,0.7512562870979309
1,0.17116917669773102,0.6926483511924744
2,0.1795169562101364,0.6646539568901062
3,0.7582141757011414,0.756088137626648
1,0.17072629928588867,0.6937555074691772
2,0.17905248701572418,0.6602415442466736
3,0.7574410438537598,0.7574410438537598
1,0.17249777913093567,0.6924269199371338
2,0.1809103637933731,0.6639572978019714
3,0.7578275799751282,0.7533823251724243
1,0.17028343677520752,0.6899911165237427
2,0.17858801782131195,0.6641895174980164
3,0.755508303642273,0.7562814354896545
1,0.2222222238779068,0.5922722220420837
2,0.2303706705570221,0.5677560567855835
3,0.6763585805892944,0.6722049117088318
1,0.22202998399734497,0.6011149287223816
2,0.23017138242721558,0.4922279715538025
3,0.6753202080726624,0.6784354448318481
1,0.22318339347839355,0.601307213306427
2,0.2313670814037323,0.4463929831981659
3,0.6767047643661499,0.6687434911727905
1,0.22183775901794434,0.6011149287223816
2,0.22997209429740906,0.5083698630332947
3,0.677570104598999,0.6780893206596375
1,0.22202998399734497,0.5499807596206665
2,0.23017138242721558,0.5685532093048096
3,0.6760124564170837,0.6741086840629578
1,0.2639714479446411,0.3246135413646698
2,0.27125152945518494,0.3209984302520752
3,0.6145768165588379,0.6028212904930115
1,0.2649906575679779,0.5265839695930481
2,0.2722988426685333,0.36917436122894287
3,0.6153604984283447,0.6109718084335327
1,0.2631221413612366,0.5281127691268921
2,0.2703787684440613,0.4964217245578766
3,0.6136363744735718,0.6076802611351013
1,0.262612521648407,0.46458297967910767
2,0.2698551118373871,0.43707454204559326
3,0.6139498353004456,0.6073668003082275
1,0.2636317312717438,0.5311703681945801
2,0.2709024250507355,0.43271076679229736
3,0.6142632961273193,0.5938871502876282
