client,fedavg_acc,gt_fedavg_acc
1,0.10154006630182266,0.8162359595298767
2,0.10823594778776169,0.7968837022781372
3,0.8588930368423462,0.8591117858886719
1,0.10127904266119003,0.8159749507904053
2,0.10795770585536957,0.7790762186050415
3,0.8573616147041321,0.8580179214477539
1,0.10127904266119003,0.8162359595298767
2,0.10795770585536957,0.7968837022781372
3,0.8564865589141846,0.8564865589141846
1,0.1010180115699768,0.8170190453529358
2,0.10767946392297745,0.7982748746871948
3,0.8569240570068359,0.8573616147041321
